Word,Frequency,Known
legion,1,False
topic,1,True
carefully,1,True
confidence,1,True
communicator,1,False
well-reasoned,1,False
systematically,1,False
skeptical,1,False
confuse,1,True
background,1,True
feat,1,False
reader,1,True
correct.,1,False
blueprint,1,False
society—epidemics,1,False
preventable,1,False
causes—not,1,False
timothy,1,False
noakes,1,False
oms,1,False
mbchb,1,False
dsc,1,False
facsm,1,False
ffsem,1,False
fsem,1,False
ire,1,False
emeritus,1,False
africa,1,True
sheer,1,False
inertia,1,False
medicinal,1,False
leech,1,False
bleed,1,True
tonsillectomy,1,False
calorie-reduced,1,False
nephrologist,1,False
watched,1,True
rightly,1,False
nag,1,True
unease,1,False
imbalance—eating,1,False
prescribed—insulin—cause,1,False
alike,1,True
motivated,1,False
rudimentary,1,False
terrible,1,True
disease—obesity—was,1,False
corporation,1,False
huckster,1,False
peddle,1,True
miracle.,1,False
remotely,1,True
obsessed,1,False
startling,1,False
ineffectiveness,1,False
authoritative,1,False
dean,1,False
consensus,1,True
cursory,1,False
spar,1,False
theoretical,1,False
ridiculously,1,False
factors—family,1,False
few—and,1,False
informative,1,False
low-quality,1,False
high-quality,1,False
good.,1,True
mice,1,False
chimpanzee,1,True
spider,1,True
monkey,1,False
being,1,True
witness,1,True
timeline,1,False
shortcoming,1,False
gain—fructose—and,1,False
incur,1,True
dogma,1,True
unsettling,1,False
parasite,1,False
humanity,1,True
distressing,1,False
hardworking,1,False
self-disciplined,1,False
self-discipline,1,False
undergraduate,1,False
internship,1,False
residency,1,False
fellowship,1,True
conceivable,1,False
fundamentally,1,False
exceeds,1,False
—which,1,False
alcohol.,1,False
cause—,1,False
—is,1,False
personality,1,True
—again,1,False
inclement,1,False
weather,1,True
pilot,1,False
engine,1,True
sinking,1,False
buoyancy,1,True
lighten,1,False
meaningful,1,False
consuming,1,False
choice.,1,False
failing,1,False
themselves.,1,False
go.,1,True
illusion,1,False
online,1,True
discriminate,1,False
pity,1,True
loathe,1,False
pregnancy—not,1,False
choice—that,1,False
err,1,True
forcefully,1,False
exhort,1,False
activity.,1,False
spent,1,True
anatomy,1,True
seldom,1,True
speculate,1,False
low-,1,True
influential,1,False
textbook,1,True
floury,1,False
farinaceous,1,False
willy-nilly,1,False
law.,1,True
macro,1,False
undertaker,1,False
mid-thirties,1,False
sixty-two,1,False
portly,1,False
distress,1,True
row,1,True
thames,1,False
near,1,True
london,1,True
indulge.,1,False
surgeon,1,False
strenuously,1,False
grandparent,1,False
empiric,1,False
control.,1,False
newspaper,1,True
columnist,1,False
calorie-counting,1,False
perceived,1,True
regularity,1,False
sanitation,1,True
reshape,1,False
pneumonia,1,True
perception,1,False
coronary-disease,1,False
sixty-eight,1,False
fifty-year-old,1,False
sixty-eight-year-old,1,False
cast,1,True
physicians,1,False
demonization,1,False
vice,1,True
versa,1,False
developed,1,True
dilemma,1,False
precedent,1,False
arbitrarily,1,False
deem,1,True
fattening—a,1,False
calories-in/calories-out,1,False
prevailing,1,False
dissident,1,False
eerily,1,False
prescient,1,False
settle,1,True
governmental,1,False
decree,1,False
chairman,1,False
senate,1,True
convene,1,False
tribunal,1,True
deliberation,1,False
dense,1,True
declaration,1,False
institution,1,True
intrude,1,False
kitchen,1,True
transformation,1,False
innocent,1,True
nun,1,False
convent,1,False
exonerate,1,False
reborn,1,False
baptize,1,False
heathen,1,False
toe,1,True
spawn,1,True
counterfactual,1,False
glory,1,True
pyramid—the,1,False
cholesterol.,1,False
drinks.,1,False
ahhh,1,False
drinks—the,1,False
plantation,1,False
caribbean,1,False
plateaued,1,False
ball,1,True
processor,1,False
untested,1,False
conceit,1,False
manipulation—an,1,False
abrupt,1,False
officially,1,False
sanction,1,True
makeup,1,True
sibling,1,False
revolve,1,True
problem—the,1,False
inter-individual,1,False
obesity—so-called,1,False
squarely,1,False
videos,1,False
so—exactly,1,False
confidential,1,True
fortunately,1,False
eventual,1,False
cue,1,True
duckling,1,False
household,1,True
shockwave,1,False
obesity-research,1,False
familial,1,False
parentage,1,False
overwhelmingly,1,False
inheritance,1,False
span,1,True
evolutionarily,1,False
obtain,1,True
selectively,1,False
wipe,1,True
decomposing,1,False
deeper,1,True
rotten,1,True
core,1,True
cease,1,True
seriously,1,True
underweight,1,False
agile,1,False
leaner,1,False
harder-to-catch,1,False
token,1,False
swift,1,True
disadvantage,1,False
zebra,1,False
gazelle,1,False
geographic,1,False
channel,1,False
tiger,1,False
throw,1,True
built-in,1,False
remote,1,True
breadfruit,1,False
westernization,1,False
uncommon,1,False
depression,1,False
abundance,1,True
hibernating,1,False
cockroach,1,True
explode,1,True
normal-sized,1,False
morbidly,1,False
runner,1,False
hibernation—and,1,False
hibernate,1,False
whale,1,False
walrus,1,False
evolution,1,False
leanness,1,False
inherited,1,False
perpetrate,1,False
ob,1,False
barely,1,True
lunchtime,1,False
queasy,1,True
principally,1,False
possess,1,True
glucagon,1,False
sexual,1,False
maturation,1,False
testosterone,1,False
estrogen,1,False
thyroxine,1,False
interference,1,False
dump,1,True
doorknob,1,False
best-known,1,False
implies,1,False
transport,1,False
evoke,1,False
vastly,1,False
assumptions—the,1,False
loss—have,1,False
obsession,1,False
fifty-year,1,False
journey,1,False
argues,1,False
calorie-weighing,1,False
invoke,1,False
in/calories,1,False
explains,1,False
inflexible,1,False
physics—energy,1,False
content—reduce,1,False
obesity—one,1,False
pâté,1,False
foie,1,False
gras,1,False
relevance,1,False
concerned,1,True
about—eating—puts,1,False
assure,1,True
fate,1,True
exercise/physical,1,False
dissipate,1,True
calorie-balancing,1,False
parasympathetic,1,False
respiratory,1,False
circulatory,1,False
historic,1,False
happily,1,True
bam,1,False
done—the,1,False
two-volume,1,False
aftermath,1,True
verge,1,False
brink,1,True
relief-worker,1,False
war-torn,1,False
time—potatoes,1,False
turnip,1,False
downtown,1,False
shirt,1,True
sweater,1,True
mate,1,True
sheet,1,True
crawl,1,True
blankets.,1,False
fifty-five,1,False
thirty-five,1,False
endurance,1,False
devastating,1,False
object,1,True
fascination,1,False
hoard,1,False
cookbook,1,False
utensil,1,False
unyielding,1,False
withdrew,1,True
frankly,1,False
neurotic,1,False
reflect,1,False
havoc,1,False
metabolically,1,False
expenditure—because,1,False
nice,1,True
margin,1,True
implement,1,False
—less,1,False
study—a,1,False
applicability,1,False
portion-controlled,1,False
irritable,1,False
back—as,1,False
described,1,False
commence,1,True
shipment,1,False
dim,1,True
primary.,1,False
criticize,1,False
adhere,1,False
meaningless,1,False
platitude,1,True
bulge,1,False
fizzle,1,True
promised,1,True
choke,1,True
sicker,1,False
awesome,1,True
arguably,1,True
personalized,1,False
instruct,1,False
border,1,True
doctor-recommended,1,False
counseling,1,False
day—a,1,False
higher-calorie,1,False
terrifically,1,False
disappoint,1,True
perfectly—because,1,False
baddest,1,False
kick-ass,1,False
done—and,1,False
resounding,1,False
repudiation,1,False
ever-changing,1,False
plead,1,True
elegant,1,False
low-glycemic-index,1,False
intention,1,True
ghrelin—a,1,False
hungry—were,1,False
moreover,1,True
voodoo,1,False
neurosis.,1,False
diminishes,1,False
affliction,1,False
acquire,1,False
prefrontal,1,False
obesity—they,1,False
pillar,1,False
obesity—that,1,False
to—is,1,False
redouble,1,False
intolerable,1,False
victim,1,True
fault.,1,True
tear,1,True
nirvana,1,False
universe,1,True
glutton,1,False
badly,1,True
enough.,1,False
trust,1,True
plainly,1,True
euphemistically,1,False
fecal,1,False
leakage,1,False
unabsorbed,1,False
stain,1,True
underwear,1,False
forum,1,False
poop,1,False
oil.,1,False
pant,1,False
fart,1,False
litigation,1,True
gallstone,1,False
complain,1,True
ill-conceived,1,False
fanfare,1,False
sink,1,True
land,1,True
cofounder,1,False
elite,1,False
long-distance,1,False
swimmer,1,False
dozen,1,True
swim,1,True
los,1,False
angeles,1,False
catalina,1,False
religiously,1,False
estimation,1,False
imbalance—increased,1,False
expenditure­—is,1,False
loss—that,1,False
health.,1,True
eisenhower,1,False
studio,1,False
mushroom,1,False
rainstorm,1,False
runaway,1,False
fifty-two,1,False
setback,1,True
reading,1,True
leisure,1,True
pour,1,True
citizen,1,True
oldie,1,False
eight-country,1,False
motivation,1,False
glad,1,True
iron-pumping,1,False
kentucky,1,False
virginia,1,True
florida,1,False
carolina,1,True
herculean,1,False
dismal,1,False
accelerometry,1,False
inherent,1,True
tanzania,1,False
indistinguishable,1,False
states.,1,False
swing,1,True
physical-activity,1,False
predicted,1,False
wild-mammal,1,False
cousin,1,True
cougar,1,False
caribou,1,False
homo,1,True
obesus,1,False
gallop,1,False
improbable,1,False
termed,1,False
housekeep,1,False
pumping,1,False
lightly,1,True
forty-five,1,False
external,1,True
gardening,1,False
after-burn,1,False
replenishment,1,False
crucially,1,False
equate,1,False
conventionally,1,False
batman,1,False
robin,1,False
sensible,1,True
important—just,1,False
brush,1,True
teeth,1,True
baseball,1,False
bunting,1,False
revolves,1,False
hitting,1,False
pitch,1,True
bunt,1,False
math,1,True
spelling,1,False
expected,1,True
team,1,True
—and,1,False
exercise—we,1,False
hypothesis.,1,False
relates,1,False
phys,1,False
non-phys,1,False
upper,1,True
indiscretion,1,False
outrun,1,True
obesity—and,1,False
school­—the,1,False
facility,1,False
children—all,1,False
flawed,1,False
f—for,1,False
postscript,1,False
self-investigation,1,False
overhaul,1,False
selflessly,1,False
minefield,1,True
health-and-fitness,1,False
grand,1,True
self-experimentation,1,False
twist,1,True
calculation,1,False
genetic-lottery,1,False
protein—remarkably,1,False
positively,1,False
apparently,1,True
gain—in,1,False
testable,1,False
inducement,1,False
force-feed,1,False
devastatingly,1,False
brilliant,1,True
deceptively,1,False
utter,1,True
gill,1,True
down,1,True
refuse,1,True
bloody,1,True
murder,1,True
convict,1,True
prison,1,True
attendant,1,False
verify,1,False
funny,1,True
happy,1,True
persuade,1,True
weight—actually,1,False
effortlessly,1,False
undereating,1,False
obese—but,1,False
transiently,1,False
sensor,1,False
perturb,1,False
it.,1,True
fredrik,1,False
percent—by,1,False
century—that,1,False
obesity—the,1,False
unassailably,1,False
calorioes,1,False
spending,1,False
desperate,1,True
tired—a,1,False
behavior—a,1,False
weight—is,1,False
elegantly,1,False
underfed,1,False
revolutionary,1,False
mechanisms,1,False
up—just,1,False
sumo,1,False
wrestler,1,False
inviolable,1,False
portable,1,False
plug,1,False
unsuccessful,1,False
downward—and,1,False
vienna,1,False
unravel,1,False
neuro-hormonal,1,False
neuron,1,False
traumatic,1,False
integrate,1,False
factor.,1,False
lepto,1,False
excitement,1,True
breathless,1,False
crushing,1,False
secondary,1,False
half-built,1,False
bridge,1,True
health-care,1,False
belittle,1,False
reprimand,1,True
laziness,1,False
god,1,True
ash,1,False
abound,1,False
addiction,1,False
wealth,1,True
partial,1,False
hypercholesterolemia,1,False
modifiable,1,False
heart-attack,1,False
cardiovascular-disease,1,False
cessation,1,False
one-,1,False
two-days,1,False
forming,1,True
thousands,1,True
unify,1,False
impede,1,False
research—and,1,False
messenger,1,True
satisfied,1,True
relies,1,False
avoids,1,False
synchronize,1,False
mechanic,1,True
discussing,1,False
delivers,1,False
attach,1,False
snugly,1,False
fashion,1,True
half-life,1,False
facilitate,1,True
frederick,1,True
j.j.r,1,False
macleod,1,False
flood,1,True
liver—a,1,False
genesis,1,False
strung,1,False
fat—a,1,False
new.,1,True
energy—the,1,False
glycogen-storage,1,False
stores—a,1,False
body—the,1,False
fat-storage,1,False
well-designed,1,False
accumulated,1,False
anxious,1,True
refill,1,False
subcutaneous,1,False
underneath,1,True
voilà—obesity,1,False
thwart,1,True
persuasion,1,True
slows,1,False
unchanging,1,False
resetting,1,False
periphery,1,True
exaggerated,1,False
question—the,1,False
obesity—is,1,False
waist/hip,1,False
suggests—but,1,False
prove—the,1,False
fluctuate,1,False
simpler,1,False
one-step,1,False
coincidental,1,True
putting,1,True
landmark,1,False
yowzers,1,False
sub-studies,1,False
treatments—either,1,False
more—about,1,False
newer,1,False
long-acting,1,False
regimens.,1,False
fascinating,1,False
normalization,1,False
insulinomas—very,1,False
insulin-secreting,1,False
malignant,1,False
twenty-year-old,1,False
correspond,1,False
seen,1,True
gain—more,1,False
weight—about,1,False
sugar–lowering,1,False
sensitizer,1,False
inhibitors,1,False
enzymes,1,False
absorbed,1,True
newest,1,False
reabsorption,1,False
urine,1,False
unlike,1,True
psychiatric,1,True
absolutely—prospective,1,False
antipsychotic,1,False
untreated,1,False
aretaeus,1,False
cappadocia,1,False
description,1,True
melt,1,True
limbs,1,True
urine.,1,False
ingests,1,False
waaayyy,1,False
diabulimia.,1,False
wish,1,True
cosmetic,1,True
under-dosing,1,False
controller,1,False
same—weight,1,False
insightful,1,False
vagary,1,False
temperatures,1,False
antagonist,1,False
inhibits,1,False
rose—which,1,False
asthma,1,False
rheumatoid,1,False
arthritis,1,True
lupus,1,False
psoriasis,1,False
glomerulonephritis,1,False
myasthenia,1,False
gravis,1,False
coincidentally,1,False
threat,1,False
chase,1,True
action—to,1,False
muscles—very,1,False
flight,1,True
arise,1,True
glance,1,True
readily,1,True
weight-gain,1,False
remarkable—but,1,False
happens,1,True
nonphysical,1,False
marital,1,True
resolution,1,True
levels—as,1,False
self-perceived,1,False
using,1,True
impairment,1,False
dose/response,1,False
full-blown,1,False
anti-rejection,1,False
wean,1,True
somebody,1,True
harvey,1,False
twenty-three-year-old,1,False
menstruation,1,False
overt,1,False
glasgow,1,False
cortisol-excretion,1,False
cortisol-related,1,False
all-over,1,False
scalp-hair,1,False
shape,1,True
thomas,1,True
exhibit,1,False
extension,1,False
gain—something,1,False
intuitively,1,False
discussion,1,True
sixty-four,1,False
sleep-deprived,1,False
shorten,1,False
wisconsin,1,False
quebec,1,False
undermine,1,True
low-stress,1,False
foods,1,False
candidate,1,False
carbohydrate—highly,1,False
predate,1,False
recall,1,True
gordon,1,False
advertised,1,False
tonight,1,True
fastest-selling,1,False
bestselling,1,False
endure,1,True
ascendency,1,False
holdouts,1,False
editorial,1,False
theoretically,1,False
fray,1,False
underway,1,False
blistering,1,False
diet—a,1,False
contradict,1,False
teaching,1,True
monster,1,True
rekindle,1,False
ignite,1,False
full-scale,1,False
inferno,1,True
award-winning,1,False
harmless,1,True
best-selling,1,False
expound,1,False
tolerate,1,False
disbeliever,1,False
denounce,1,False
lettuce-wrapped,1,False
burger,1,False
grasp,1,True
reduced-fat,1,False
unproven,1,False
concede,1,False
atherogenicity—the,1,False
unsupported,1,False
noses,1,False
fiddle,1,True
rome,1,True
gargantuan,1,False
ineffectual,1,False
favorite,1,True
stunned,1,False
competitor,1,False
slur,1,True
innuendo,1,False
prestigious,1,False
confirmed,1,True
head-to-head,1,False
emerged—the,1,False
done,1,True
israel,1,True
fat-reducing,1,False
choking,1,False
dust—sad,1,False
very-low-carbohydrate,1,False
spontaneously,1,False
day.,1,True
addictions.,1,False
deterrent,1,False
sicken,1,False
pie—but,1,False
mashed,1,False
comfort.,1,False
addicted,1,False
mentioned,1,True
flabbergasted,1,False
undertaken,1,False
reputation,1,True
horizon,1,True
temple,1,True
evaporate,1,True
greater,1,True
somewhat,1,True
predictable,1,False
celebrations—what,1,False
first-hand,1,False
nutritionals,1,False
file,1,True
bankruptcy,1,False
customer,1,True
founding,1,False
carbohydrate-rich,1,False
half-century,1,False
polished,1,False
globalization,1,False
westernize,1,False
papua,1,False
guinea,1,False
archipelago—one,1,False
taro,1,False
cassava,1,False
percentile,1,True
kitavan,1,False
swede,1,False
longest-lived,1,False
reconcile,1,True
einkorn,1,False
causally,1,False
neglect,1,True
wag,1,False
publicly,1,False
heaviest,1,False
svelte,1,False
exultant,1,False
chef,1,False
right.,1,True
understood,1,True
likewise,1,True
frame,1,True
stench,1,False
archenemies,1,False
fictional,1,False
adaptability,1,False
result—glucose,1,False
amino-acid,1,False
properly,1,True
insulin/insulin-receptor,1,False
drug-resistant,1,False
urban,1,False
emergence,1,False
ignorant,1,True
underdose,1,False
microbe,1,False
hypothetical,1,True
illustration,1,True
mr.,1,True
sore,1,True
throat,1,True
streptococci,1,False
confidently,1,False
disturbed,1,True
organisms,1,False
organism,1,False
dominate,1,False
resistance—which,1,False
backfire,1,False
high-level,1,False
diphtheria,1,False
polio,1,False
reinfection,1,False
viruses,1,False
rural,1,True
milkmaid,1,False
contract,1,True
inoculate,1,True
immunity,1,False
repeated,1,True
vaccination,1,False
reaction—the,1,False
high.,1,False
users,1,False
effects—a,1,False
narcotic,1,False
marijuana,1,False
nicotine,1,True
benzodiazepine,1,False
opioid,1,False
down-regulated,1,False
overcomes,1,False
self-defeating,1,False
cycle—a,1,False
paradoxical,1,False
recap,1,False
question—what,1,False
test—and,1,False
supporting,1,False
abnormally,1,False
step—a,1,False
seizure,1,True
resistance—demonstrating,1,False
shield,1,True
unusually,1,False
replicate,1,True
infuse,1,True
higher-than-normal,1,False
forty-hour,1,False
ninety-six-hour,1,False
stagger,1,False
insulin—which,1,False
got—a,1,False
inseparable,1,False
shadow,1,True
insulin—a,1,False
becomes—that,1,False
harder,1,False
initiate,1,False
came,1,True
chicken-and-egg,1,False
manifest,1,True
time—and,1,False
compartmentalize,1,False
compartment,1,True
creates,1,False
cripple,1,True
hormones—cortisol,1,False
hormone—in,1,False
melatonin,1,True
pineal,1,False
awaken,1,False
acclimate,1,False
airport,1,False
basically,1,True
creak,1,False
floorboard,1,False
insulin—whatever,1,False
momentarily,1,False
it—to,1,False
instruction,1,True
bombardment,1,False
timing—the,1,False
eaten,1,True
obsessive,1,False
clock,1,True
kitkats,1,False
six—which,1,False
ruin,1,True
dinner.,1,False
plus,1,True
mystery,1,True
fulfil,1,False
refined-carbohydrate,1,False
slim,1,False
spare,1,True
perpetuate,1,True
food—the,1,False
frequent,1,True
justify,1,False
frown,1,True
crazier,1,False
still—we,1,False
brainwash,1,False
accommodate,1,False
theatre,1,True
box,1,True
drastic,1,False
screech,1,False
hidden—the,1,False
vocal,1,False
fueling,1,False
radio,1,True
cash,1,False
standouts,1,False
puff,1,False
frosted,1,False
mini,1,False
frito-lay,1,False
grape,1,False
leader,1,True
natural-foods,1,False
maltodextrin,1,False
nauseating,1,False
impartiality—or,1,False
thereof—can,1,False
financial-disclosures,1,False
web,1,True
likelihood,1,False
favorable,1,False
interest.,1,True
hen,1,False
shill,1,False
infiltrate,1,True
hallowed,1,False
hall,1,True
scapegoat,1,True
nameless,1,False
faceless,1,False
stooge,1,False
asinine,1,False
farmer,1,True
breakfast-food,1,False
held,1,True
lend,1,False
flour—and,1,False
spoil,1,False
hearty,1,False
cornerstone,1,True
ravenously,1,False
custom,1,True
skinny,1,False
déjeuner,1,False
implicitly,1,False
firm,1,True
self-selected,1,False
representative,1,True
registrant,1,False
caucasian,1,True
supportive,1,False
circadian,1,True
jolt,1,False
heady,1,False
epinephrine,1,False
shot,1,True
gear,1,False
refuel,1,False
meal—and,1,False
often—a,1,False
confess,1,True
sixteen-week,1,False
espoused,1,False
discernable,1,False
loss.,1,False
breakfast.,1,False
breakfast—a,1,False
affordability,1,False
easy-to-prepare,1,False
reign,1,True
supreme,1,True
day—for,1,False
profitable,1,False
circle,1,True
shark,1,False
wounded,1,True
thunder,1,True
bellow,1,False
respectability,1,False
commonsense,1,False
morning—are,1,False
freedom,1,True
krispy,1,False
kreme,1,False
mid-morning,1,False
pervasive,1,False
inception,1,True
low-energy,1,False
calorie-rich,1,False
fruit-and-vegetable,1,False
aptly,1,False
misunderstanding,1,False
clarify,1,True
disastrous,1,True
misguide,1,False
debacle,1,False
enemy,1,True
gasoline,1,True
colorado,1,False
socioeconomic,1,False
median,1,False
income,1,True
postulate,1,True
maybe,1,True
enjoyable,1,False
palatability—the,1,False
deliciousness—of,1,False
accidental,1,False
outlet,1,True
venue,1,True
seasoning,1,False
disproportionate,1,False
summertime,1,False
premise,1,False
sashimi,1,False
wasabi,1,False
kraft,1,False
enticing,1,False
lower-income,1,False
blunt,1,False
lobster,1,False
rewarding—and,1,False
expensive—foods,1,False
prosperity,1,True
gym,1,True
vein,1,False
participate,1,False
organized,1,True
reveals,1,False
shoe,1,True
soccer,1,False
basketball,1,False
push-ups,1,False
sit-ups,1,False
calisthenics,1,False
occupation,1,True
construction,1,True
farming,1,False
lifting,1,False
office-bound,1,False
lawyer,1,True
street,1,True
investment,1,False
banker,1,False
perch,1,True
elevator,1,True
official,1,True
magnitude,1,False
loaf,1,False
hefty,1,True
percent.,1,False
cornstarch,1,False
receives,1,False
generous,1,True
saddest,1,False
negligible,1,False
cultivation,1,False
anti-obesity,1,False
conspiracy,1,True
doubtful,1,True
grim,1,True
reaper,1,False
noteworthy,1,False
wealthy,1,False
poorer,1,False
alongside,1,False
fishing,1,False
sprightly,1,False
trading,1,False
ancestral,1,False
hunting,1,True
spoilage,1,False
colossal,1,True
straw,1,True
basket,1,True
driven,1,True
tag,1,False
bratty,1,False
alarmed,1,True
school-aged,1,False
deploy,1,False
counterattack,1,False
arsenal,1,True
unblemished,1,False
forty-two,1,False
multicomponent,1,False
grain-based,1,False
friend—eat,1,False
blanket,1,True
classroom-based,1,False
newsletter,1,False
marketing,1,False
branding,1,False
in-school,1,False
announcement,1,True
incentive,1,True
t-shirt,1,False
longer,1,True
metastasize,1,False
solely,1,False
track,1,True
afflict,1,True
twenty-two-year,1,False
zero-,1,False
energy-balance,1,False
breastfed,1,False
disruptors,1,False
atrazine,1,False
dde,1,False
conclusively,1,False
obesogen,1,False
placenta,1,False
coin,1,False
large-for-gestational-age,1,False
inescapable,1,False
marinate,1,True
womb,1,True
hamper,1,True
singular,1,True
director,1,False
hopkins,1,False
forty-one,1,False
obesity-prevention,1,False
low-income,1,False
cafeteria,1,True
nutshell,1,True
miserably,1,False
fantastic,1,False
different—which,1,False
scourge,1,True
soul,1,True
rationally,1,False
thunderous,1,False
silence,1,True
adore,1,False
diego,1,False
fifty-six,1,False
indoctrination,1,False
conducted.,1,False
eight-,1,False
ten-year-old,1,False
counsel,1,True
fruit.,1,True
demonstration,1,False
ingrained,1,False
enough—a,1,False
quo,1,True
loss—a,1,False
rethink,1,False
daycare,1,False
educational,1,False
high-sugar,1,False
energy-dense,1,False
pretzel,1,False
levels—the,1,False
one-half,1,False
fizz.,1,True
milliliter,1,False
trivial,1,False
cacophony,1,True
said,1,True
plunge,1,True
ontario,1,False
revive,1,False
tagline,1,False
play.,1,True
exuberantly,1,False
dent,1,True
resurrect,1,False
uninterrupted,1,False
blunder,1,False
ray,1,False
shone,1,True
congratulate,1,False
straightforward,1,False
five-,1,False
wretched,1,True
pediatrician,1,False
rearing,1,False
second-bestselling,1,False
desserts,1,False
omit,1,False
anyone,1,True
determines,1,False
lose.,1,False
snacking.,1,False
warn,1,True
anti-fat,1,False
hysteria,1,True
health-conscious,1,False
shopper,1,False
bag,1,True
jellybeans,1,False
drink—soft,1,False
capita,1,False
tap,1,True
soft-drink,1,False
valiantly,1,False
wind,1,True
mount,1,True
ballooning,1,False
waistline,1,False
inclined,1,True
political,1,True
opposition—from,1,False
mayor,1,False
outlaw,1,False
oversized,1,False
self-inflicted,1,False
wildly,1,False
pusher,1,False
defeat,1,True
losing,1,True
long-time,1,False
diabetes—a,1,False
shocking,1,False
horrifying,1,False
logic,1,False
endocrinologist,1,False
assert,1,False
ordinary,1,True
hazard.,1,False
recognized,1,True
safe.,1,False
dental,1,False
caries,1,False
humans.,1,False
cavity,1,True
plan.,1,True
six-sided,1,False
circulates,1,False
greedily,1,False
import,1,False
five-sided,1,False
disaccharide,1,True
polysaccharide,1,False
physiologically,1,False
length,1,True
pioneering,1,False
yardstick,1,True
coca-cola,1,False
standpoint,1,False
malevolent,1,False
midwest—and,1,False
freezer,1,False
soup,1,False
sauces—you,1,False
glycemic-index,1,False
halo,1,False
sounded,1,True
wolf,1,False
sheep,1,True
clothing,1,True
bet,1,True
biomedical,1,False
louisiana,1,False
consciousness,1,True
maximal,1,False
disperse,1,False
missile,1,False
hammer,1,False
needlepoint,1,False
onto,1,True
well-defined,1,False
worsening,1,False
sensitivity—after,1,False
beachhead,1,True
retrieve,1,False
distribute,1,True
deflate,1,False
cram,1,False
inflate,1,True
inflated,1,False
shove,1,True
voilà—insulin,1,False
overinflated,1,False
expel,1,False
whoosh,1,False
over-cramming,1,False
dual,1,True
mislead,1,False
fester,1,False
systemic,1,False
sweeteners—as,1,False
gloom,1,True
optimistic,1,False
corner,1,True
victory,1,True
russian,1,True
chemist,1,False
coal-tar,1,False
derivative,1,True
extraordinarily,1,False
synthesized,1,False
bladder,1,True
cancer-causing,1,False
approval,1,False
markedly,1,True
respondent,1,False
mexico,1,True
cardiologist,1,False
tout,1,True
rebaudiana,1,False
itself—a,1,False
sweet.,1,False
unabated,1,False
prospectively,1,False
mind-bending,1,False
fueling—rather,1,False
fighting—our,1,False
epidemic.,1,False
miami,1,False
iowa,1,False
ultimately,1,False
insulin-raising,1,False
overcompensation,1,False
mri,1,False
fully—but,1,False
good—but,1,False
shorter-term,1,False
hoped,1,True
arbiter,1,False
manmade,1,False
herbicide,1,False
acesulfam,1,False
vat,1,False
glue,1,True
crave,1,True
guy,1,True
hero,1,True
salvation,1,True
recast,1,False
carbohydrates—even,1,False
tackle,1,True
exclude,1,False
standard—glucose—which,1,False
carbohydrate—far,1,False
distortion,1,False
distinction,1,True
carbohydrate—an,1,False
distinguishing,1,False
purify,1,False
machine,1,True
pulverize,1,True
coarse,1,True
grains—that,1,False
encourages,1,False
overconsume,1,False
domesticate,1,False
malthusian,1,False
overpopulation,1,False
arose,1,True
peace,1,True
experimentating,1,False
higher-yield,1,False
dwarf-wheat,1,False
breed,1,False
successor,1,False
technology,1,False
mutation,1,False
atomic,1,False
satisfactorily,1,False
millstone,1,False
middling,1,False
outer,1,True
dust,1,True
branch,1,True
poorly,1,False
flora,1,False
toot,1,False
in—you,1,False
it—wheat,1,False
disconnection,1,False
non-digestible,1,False
cellulose,1,False
hemicellulose,1,False
beta-glucans,1,False
fructans,1,False
gum,1,False
dissolvable,1,False
non-fermentable,1,False
reside,1,True
butyrate,1,False
propionate,1,False
purported,1,False
chewing,1,False
chew,1,True
fletcherizing,1,False
twentieth,1,False
absorbs,1,False
distention,1,False
vagus,1,False
flip,1,True
intestines—all,1,False
fiber.,1,False
pantheon,1,False
sixteen,1,True
precancerous,1,False
nourish,1,True
anti-nutrient—where,1,False
subtract,1,False
split,1,True
standardized,1,False
carbohydrate—which,1,False
poison.,1,False
feature—and,1,False
welcome,1,True
overflow,1,False
boxed,1,False
large-volume,1,False
retailer,1,False
costco,1,False
—the,1,False
unnecessary,1,False
wise,1,True
millennium,1,True
bake,1,True
horrible,1,True
cereal-fiber,1,False
antidote.,1,False
horrify,1,False
fiber—which,1,False
latin,1,True
vinum,1,False
acer,1,False
undisturbed,1,False
versatility,1,False
healer,1,False
exploit,1,False
antimicrobial,1,False
clean,1,True
wound,1,True
unfiltered,1,False
consist,1,False
pickle,1,False
tangy,1,False
cleopatra,1,False
rumor,1,False
pearl,1,True
dissolve,1,False
balsamic,1,False
folk,1,True
poet,1,False
lord,1,True
byron,1,False
nattō,1,False
substitution,1,False
tablespoon,1,True
higher,1,True
interfere,1,True
salivary,1,False
amylase,1,False
speed,1,True
attribute,1,False
mayonnaise,1,False
cardiac,1,True
low–glycemic,1,False
hormones—particularly,1,False
cortisol—do,1,False
levels—not,1,False
backlash,1,False
carbohydrate-reduced,1,False
sputter,1,True
compunction,1,True
beside,1,True
sake,1,True
carb-reduced,1,False
phenylalanine,1,False
valine,1,False
threonine,1,False
criticism,1,True
water—which,1,False
reabsorb,1,False
swollen,1,False
ankle,1,False
fuse,1,False
prevail,1,False
born—a,1,False
bastard,1,True
boneless,1,False
egg-white,1,False
overblown,1,True
leucine,1,False
promptly,1,True
intravenously,1,False
bioavailability,1,False
incompletely,1,False
delivery,1,False
bypass,1,False
brain.,1,False
non-nutritive,1,False
